"tweet","sentiment"
" Lmao i know !! pleaseeee reply  You got any replies yet? :L x",2
" JACKSON RATHBONE!",2
"BYEEEEE!!!",2
"Whew, the first night and day of summer were.....very sad  But, I have Jess`s grad party to go to tonight!!!",2
" MARRRRRRRRRRY ME! <3 have fun partying tonight, have a drink for me, if only i was 18 i wud come there just to see you!",3
" No, it`s people you are recommending that others follow, like followfriday, only with pics!",2
" And maybe you will get the statue and sainthood you are seeking.  Win-win for all. Can`t be a victim like your people.",1
"HAPPY MOTHERS DAY MOM!",3
"Geoff posted a boo: Coming Home From Tenerife Boo  http://boo.fm/b25651",2
"Ugh I have a hedache; I may be cheap, but **** **** I still have class with how I roll",1
"wanted to sleep but a friend from Denmark just poked me on IM",2
"im thinking that im going to have fun tonight....and maybe some changes are coming",3
"chris sab and i = COMME ESTAS ****",1
" ahh. That sucks.",1
"I should be DJing my prom! I`d do it for free...there prob gonna have a dj who`s stuck in the 80`s  boooooo",2
"I think I may have ruined a friendship this week by getting carried away",1
"wondering what on earth is this new tools for",3
" http://twitpic.com/67uc7 - can you lend me one? I have a cold too",1
" I think they make you turn your phones off  I`ll see what I can do!",2
"_Photography Good Morning! Hope you have a great day!!",3
"Good morning everybody !!",3
"_785 yeah now I`m done BUT I have to work all weekend  I`m sooooo bummed about it",1
"Too much food at today`s company gill out, want to go home and lay in the sun. Instead here until dark, probably",2
"_of_Twtr Beautiful!",3
"The case for my iPod Touch is literally falling apart.  So junk",1
" awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye",1
"finally got home and get to sleep! had a great time with  and friends!",3
"I have softball",2
"  i for one welcome our new cyber-criminal-overlords.",3
"Why can`t I make a phone call! I hate this anxiety ****. Someone cure me",1
"Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd",1
" Or nudge the partner! Good birthday/ christmas/ I just want to buy you something gift!",3
"broke my gorilla pod  and I think one Lego Knight lost his helmet",2
"me and my friends are just sitting here and searching for pictures on google   haha, my friend found pictures of her father! haha",3
"its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.",1
"hubby is snoring!  but I still love him",2
" Thanks for the tip! It`s our Company laptops so was aiming for another solution actually....",3
": Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol",2
"Need to dye my hair, can see a slight hint of ginger",2
" lol, i`ve done that one b4  i`m a victim 2 that! lol",1
"god it pisses me off that i always enter comps & never win.I am such a sore loser",1
"**** EM",1
"dedicating the next 2 hours to cleaning the house",2
"i`m bored : hope your wlan will go today!",1
"Talk at you all lates!",2
" esther rhymes with: investor, tester, jester, pester, polyester, semester, sylvester, requester... just to name a few",2
"Alright gang. Gotta go park with family for an hour. Back then  Mwahs to yu if you head to bed before then",2
"My graduation day... And i feel like a failure...",2
" turn on your closed caption ... Then you can read and watch animal planet at the same tiime.",2
"Yrbook signing w/ evryone was fun, I`m gna miss evrything",2
"Feelin really awful. Having mono sux so much. Omg...listening to music",1
"_carter  we can`t see the video it`s private",2
"likes the reports from testers of his new package for Synology diskstations  http://plurk.com/p/ror5d",3
"  I think it`s because I`m always offtopic and sometimes inappropriate (germination and 'fruit picking' jokes, etc)",1
"The first time all week I can play WoW and I get stuck at 'authenticating'.",1
"dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can`t watch and code",1
" yup slowly recovering. it sucks that i can`t eat the stuff i`m craving right now. my gums can`t take it. how was your trip?",1
" I want some ice cream",2
" Ahh man, and im off NEXT weekend",2
" http://bit.ly/QQe7B  heres the link  i`ll be talking to you on hereeeeee about it during the movie (x",2
"feeling like ****. hope its not swine flu or something",1
"Mondays aren`t so bad when they are this sunny  #fb",3
"_ashley OH REALLY?!",2
"says Goodmorning.  http://plurk.com/p/x2bm1",2
"there is never anything on tv, on sundays. CAN`T WAIT for america",2
"Happy Mums Day This is Nelly`s shout out   http://skitch.com/t/tac",3
"Well it sounds like sum kids with matches lit sum grass on fire",2
"Still in the News Room..however; with audio to turn around!  Just grabbed a tea. Looking forward to after 1 when I get out in this rain",2
" Woo hoo!! Congratulations",3
" my youtube channel? Demilynnmusic haha cause I love 2 sing & stuff so yea",3
"just picked up her Blackberry from the middle of the street! Both she and it are crushed!",1
" Hey chick!  When are we going to JA to pick up some hot guys and eat Jerk pork and festival? Well you already have a hot guy",2
"is Happy Mothers Day.   Taking Mum out for dinner to one of my favourite restaurants down Glenelg now",3
"feeling rather peckish...no dinner for at least 2 hours  wah",2
" wow that is a great list... Now i need to shop",3
"Boredom isnt any fun..Wish I had somebody to hang out with tonite..",1
"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I`m sure",3
"dangit. LSU w/ a 7-spot in B7 now leads Southern 8-2.  Was intentionally not mentioning anything and it got jinxed anyhow.",1
" oi  i love you",3
"Having a light depression. Just payed an extra bill from last years taxes... Must find a country with a tax that is lower than 56%",1
"FREE FREE FREE- just a pesky registration but after that  ENJOY http://bit.ly/rlQGu",3
"shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced databases in 8 hours and 13 minutes  fail",1
"is way too sleepy to be awake",2
" yup then we are a day older",2
"i miss my brother.  12 more days till he gets bac to tennessee. he said he was singing 'find my way bac to tennessee' today. haha.",2
" Ha good morning! May the fourth be with you too",3
"twitter is acting weird",1
"ughh feel rubbish",1
"has no people skills.",2
" no they didn`t!",2
"_emo_zac and a good morning from france to my zaccie",3
"about to go to acting school  yayay",3
"not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.",2
"NO MORE MSHS!!!!!!!! Gotta go to work...too tired",1
"Getting back my English minor exam soon. dum dum dum duuuum. Me and Margrete had a burping comp. haha. I WON",3
"and she was all like 'dude. I care about you.' and it made me smile  yea that teaches me not to drive on E, lol",3
"Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.",1
"i deffinately need to clean my bookbag. but no time! i need to leave in the next 5 seconds to not be late to school. ...oh well",2
" LMAO...but you`ll still have me! I am thoroughly enjoying our conversation",3
"They took my property",1
"Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...",1
"Lost at bowling again  why do i suck",1
" The least I can do for you is re-tweet it when it`s ready. So @ me  Mine is http://bit.ly/xPvT7 - I talk about viral tweets",2
" That is the best sticker EVER. Also. I dig your hair. It`s gotten long since I`ve seen you last.",3
" yay! now ill shall take your picture, and get a tattoo on my arm",2
" is making cupcakes and says i can`t have any  kelli, you`re a bad sister.",1
"From Portugal to Derbyshire. At least sun is shining but lawn looks like Percy Thrower is Gardner-in-Residence! Weekend jobs =",2
"Happy Mothers Day to all Mothers every where",3
" ugh! Tis so warm outside too  unfair! I want to go read and pack!",1
" Go for it!!",2
"you wanna know what`s worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon",1
" haven`t worked there for a long time but kinda miss it! I miss anna  seen her? i`ll prob be in SLO most of the summer! you?",1
"Ah! Just remembered some (hopefully good) news is coming (hopefully soon) from someone I know... once again may the *happydance* commence",3
"Hangin with the fam! My head is hurtin",1
"just got the dreaded call from babysitter - little H has bumped her head  Sitter says she`s fine and goose egg is going down fast",1
"wowza, only the second tweet of my entire trip and i leave in 3 days   but first - BLOW UP SF TOMORROW NIGHT!",2
"I dont like things getting confused. Seems to be happening alot lately",1
"Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great",3
" OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?",3
"; why is the font so huge?! small fonts rock socks",2
" OOooOO -- no, I have not! Glad to hear it was incredible, though! I still have it bookmarked to try sometime",3
"laptop pooped. new harddrive needed? using DH`s old pc now. maybe offline a while  **** BSOD!! happened too many times, Safe Mode only now",1
"I was going to visit my sister today, but she`s grumpy.  I`ll just chill at home with the family and visit her tomorrow.",2
"Speaking to my new tweeples.... getting acquainted with them... If you`ve never spoke to me.. Do so now",2
" Well I`m obsessed w/all of them - but I watched the first one again last night  glorious! where can i get a wand?",2
"_Writer aww no which one?",2
"About to dye my hair and do my nails",2
"This thunder is scaring the hell out of me...geez...I HATE THUNDER  we better not loose electricity... #fb http://myloc.me/2144",1
" She must be a were-Wookiee then",2
" You have the best hair ever. Totally jealous. Mine`s unfixable if I forget and leave sunglasses stuck in it too long",2
" take a nap bedalii",2
"What a nice young guy at dunkin donuts let me go first",3
" My sources say no",2
" I don`t know how to send it to you Anna.  Let me think for a bit and I will find some way to do it",2
" leave Fraser alone",2
" nope  i wasn`t home went it was on but i will soon,",2
"I don`t believe there`s anything worse than losing a best friend",1
" Haha it`s not awful at all, but I think everyone hates the sound of their voice when they hear it played back, I know I do!!",2
" Gourmet pizza = BLEH. Pizza is SUPPOSED to be greasy and filthy. You can`t eat pizza that`s been prepared by a chef.",1
"just when i get the music to start playing..i clicked 'home'",2
" Yes, you make me want to be a better person, think I mentioned it before, will continue to do so. I`m still EVIL tho!",2
" http://twitpic.com/4fzo7 - you both have so beatiful eyes  i wanna have them",3
"i love this girl  ,she rocks!",3
"spray tan = fail on legs and feet. I`ve been scrubbing them and feet look better, but they looked awful this morning  Everywhere else = ok",1
"Download Backseat Goodbye`s latest album for FREE!  http://freecd.backseatgoodbye.com/",2
"#BSNL, Stupid net went down.. Been without email for a whole day",1
"Round two of Vega: Vanilla Chai flavor.  Just realized that I have only 45 days left",2
"last night`s paper writing session=still not done. I need to prioritize better.",1
"  Tat, You looks beautiful and are a heck of a mama and business woman.   Dana",2
"if i ran the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg mcmuffin lol",2
" pleaase dont start dating her, that would suck, then disney kids would listen to ftsk. thanks",2
"Just realized all his fantastic nerdfriends no longer live in Rochester",2
"At the reception eating some nasty **** pasta Woot! But other than that its beautiful!",2
"Congrats to ALL Graduates! Such a Beautiful thing & Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!",2
"Same Difference Today  going to go and have a shower then get ready!",2
"_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for",2
"almost 100 cases of swine in australia. hope may still decides to come visits me",2
"I saw nomes on twitter  but I`m still not waking up",1
"I`m so sleepy my head hurts.  gnite lovers! See ya in that am !",2
" Ok, which album to start with? After listening to Frank Black for years I found out he used to play in #Pixies.",2
"Thinks twitter doesn`t like me",1
"dreaming & thinking about my garden",2
" http://twitpic.com/4jdtj - have a safe journey back home hope you come back soon",3
" rain",2
"Aw. Torn ace of hearts  #Hunchback",1
" MY FAV. SONG IS UH...honestly, its rude for u to make us choose.  lol I love `em all!",2
" I think you and Tamera should have your own show anyway...the CW or ABC fam is not appreciating you like they should.",1
" Just try to do your best. I hope you don`t get laid off.",3
" *hug*",3
"too bad i`m @ work  ...",1
"MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO",1
" Go to the setting on the iPod/iPhone home screen & scroll to the bottom & you will find twitterfon settings",2
" Have fun amorsote even tho u forgot my bday",3
" gables apartments has corporate and their nice.",3
" Yeah, I`m getting ready to go get pizza. Then nothing to do  Maybe _2gnt will want to play Xbox.",2
"Bored and kinda lonely, my parents went up to the lake. I didn`t have a friend to bring up so i knew i was bored and didn`t go.",2
"@_laertesgirl Ohh of course. She did stop once though, end of Dream. John Woodvine & Zoe Thorne, only ones not signed my programme",2
" hey mate fancy finden you on hea",2
" if you could get down to easton, you could join us!",2
"Tweeting from the tarmac at Cork Airport. Delayed",1
" great to finally meet you last night! Wish we had more time to talk. Can`t go to the coffee GTGs, though... Day job.",3
" actually,we r going there in june with my office colleagues,paid by company",2
":visiting my friendster and facebook",2
" but cover your sneezes with a tissue for love of God! My germaphobe-ness has significantly increased since joining healthcare",3
" He seemed all happy about it",3
" oooh lush. i cant sunbathe i burn way to easily even with sun cream   im great thanks lovely sunny day no?",3
"What a bad day",1
"Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...",1
" I think they are disgusting",1
"better get some sleep soon. she has to get up and go to Sunday meetin` so she can pass out invites to her jewelery party.",2
"nothing",2
"with thee ladies getting retarded",1
" really? cuz KC.com said it was releasd 24/4 here n the main station doesn`t even hav it",2
" its not mothers day on the west coast, tyvm",3
"_Bloggerific",2
"Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink",2
"Holy **** it`s super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park",1
"  She doesn`t need a darn (watching my language) thing but that never stops her  &   I mapped u. U live in the boonies :-o",2
"is back from the park and is very sunburnt  cant wait 4  2night,and is gonna get smashed..bein sober jst wnt b as fun!",1
"on my way to get some Maggie Moos Peanut Butter Galaxy, then home! thank god this week is done. 4 meetings in 1 day!!!!",3
"See FTSK tonight in Grand Rapids",2
" yip, that would be a sign that you`ve been on the dodgy sites Jo... eish boet, it ain`t cool",1
" You know, you can read almost all your Tweets as some sort of disgusting euphamism.  It`s quite fun",2
"is sad his new SB6 CD`s got nicked",1
"is wondering what I did to get on the 'do not respond' list",2
"i cba with it now   ohwell might play another innabit",2
" very very cute  and fun to watch.",3
" So sad. Your mom must be very shaken up. Peace and strength to her and the dear family that lost their little girl",1
"Happy Mother`s Day to all mothers!",3
" You guys didn`t call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!",2
"Good night all  Even though it`s morning for most of you lol",2
" mmmm lauren conrad eeeeep im going to miss the hills",1
"4 hours of sleep, a migraine, again? What is wrong with me?    hate my life",1
" Hmm.. didn`t get the DM, are you sure it didn`t go to someone else?",2
"I feel like my dream just got crushed",1
"  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don`t blame me",1
" Josh  Excuse me, but, at what time is it going to begin?",2
" ha I think I got like two hours of sleep last night and I have an early start tomorrow, so chillin and sleep is needed!",3
"making mashed potatoes, and vegies to go with `s t-bone steak for when he gets home",2
"Wooow, I haven`t charged my iPod Touch all day today, and it`s still ALIVE! That`s so coolio",3
"Happy Birthday to my ****",3
" i saw this 6 week diet that was no sugar, no rice, no wheat, no potatoes, as much protein as you want. So i just did no sugar.",2
"Suffering from  Hemorrhoids.",1
"i HATE U.S. history",1
"_Henrie hey david, you`re hot",3
" oh plzzzzz u never had time for me!!!",1
" Oh no! Hope you find your voice soon",2
" I saw them a few on this tour a few months ago in Boston. So good! Glad you finally got to see them",3
"oh yah her and angel came and harrassed me and tried to break in my house!! lol  Burgen",1
" whatever u want us to wear / stick / show off around DUMBO Brooklyn & Manhattan",2
"Everyone is here. We`re off to party now",2
" thanks you soo much i need this day for these five kids lol",3
"wnna take a bath!!!!",2
"Is sat in her PJs drinking tea and watching the Politics Show. Lovely",3
" I created a monster! bwahaha! oh, and I got your baby home safe and sound.",3
"_ yeah sorry i was busy last night  ill try and go next week!",1
"No Yonkers news posts until June 2 because the newspaper furloughed me",2
"One load of washing put away, and another load on. Amazing how the house doesn`t look any better for all my efforts",1
"yaaw some one want call with me?? 5529634599",2
"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",1
"love it when jonas brothers are in the trending topics. maybe taylors turn next",3
" Foto!",2
" morning!!!! happy #juddday",3
"No B2G1 for me.  Trying to save cash for next month`s vacation.",2
" Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes away soon.",2
" yessir that is 100% right",3
" God bless you my dear friend...",3
" Thanks Amy!  That video is so awesome!  Did you see TMH?  He`s amazing in that too!! Bouncy Bouncy Bouncy!!!",3
"I`m poorly and can`t sleep",1
"Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb",2
"  ya i can never watch any of them :l",2
"Not excited of blowing out another candle today... [as when I was a kid!]",1
"  yahyan:  iaaaaaaaaaaaaan, i was just joking",3
"My whole immediate will be in the same city until some point tomorrow afternoon. This is monumental",3
"  will have to wait on the recipe at Simply Recipes.  Sorries!",1
" and no I didn`t burn the eggs.  We had a blast and the food was great all weekend. We had an awesome carne asada too.",3
" Nope wasn`t kidding at all.  Sometimes I think of you as Forest Gump (during his running years).",2
"lovin` my new blackberry",3
" yeah ill be on verizon... so those are my two options right now...",2
"Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer",3
"happy mothers` day to all your moms!",3
" poor pooch...",1
" Thanks for getting me bottled water.",3
"tried to do something funny on twitter but failed.",1
"Dï¿½jï¿½ vu!!! Changing out of my GQ outfit",2
"watching a youtube vid of  sing paranoid live   is so cute when he sings lol",3
"   god peppermint mochas frappachinos are amazing...  and addicting",3
"coraline was scary yesterday, didn`t puke luckily.  ahaa. 1 week & 1 day till i`m 14 baby",2
"Having first beer in over 8 days what has happened to me and Im only having it cause Miss 8 wanted to get me one for mothers day.",1
" Yeah man, been a while since I heard you spittin`.",2
" awlll mann  we should meet up this summa or something!",2
"it`s Mothers Day today",2
" girl yes, as if having it where you CANT see it wont gross enough",2
" YAY YOU! So proud of you!  and I`m not even being sarcastic. Even though you told me to shut the **** up.",2
"i bought a Italian horseshoe charm. Dragon! it seems to be very strong",3
"Everyone going to the hometown show is excited they get to go on Thames Street. I`M GONNA SEE THE ORIGINAL THAMES RIVER, ****. ohhhh.",1
"The stars are out. Where were you when I needed you",2
"Happy Monday tweeples... hope it wasn`t to hard to get out of bed and back in gear!",2
" LOL too bad he`s taken!!!!!!!",1
"Is at the movies with the boyfriend!!",2
"_The_Moon Do you mean  (Jim Bob, obviously) or  (Fruitbat)? I think Jim Bob played Brixton at the weekend. Cldnt go",2
"sooo tired, I wish I had time for a nap before work",1
" aw. you level up. haha but just try to manage your money.",2
"I got me a little too much sun today",1
" okay, thanks!",3
"_Milano Hey there  Thought i`d tweet you to say Hi..I have so much to write but theres no space in this little box hehe ****",2
" I cancelled a run in favour of... staying in. Wish I monies for pubulation tho",3
"I`ll also have to fix that in iTunes when blip.tv changes the URL since that`s part of the RSS feed",2
"I want korean bbq so baddd but no one can come with me",1
"Watched Kunguma poovum konjuma puravum... Liked it very much!  excellent cinematography!!!",3
"Its like I had a power nap.",2
" thank u",3
"YAY mom bought me the Sakura bodyshop lotion!  <3",2
" Ooooh, that`s very pretty Jen! I`m sure she`ll love it!",3
"I`ve listed lots of new beads on eBay!",2
"  He`s awesome... Have you worked with him before? He`s a good friend.",3
" Aw poor you..ironing! Eek! lol It`s raining here too.....prob try and get out with the kids later..nt too exciting im afraid!",1
"is excited. Lots of good things happening work-wise here in Melbourne",3
"*sad face* project-m keeps crashing my itunes",1
"I have a headache. And I have nobody to keep me company.   _wants.to.be.a.kidd.again<3",1
" Hey, where do you go last night?  Was expecting to see you @ On Broadway.",2
" Hi John! Thanks for sharing that quote! It`s soo true",3
"  I`m sorry.....deep breaths, I started a program called panicaway...it has worked wonders.",2
" why do you hate me!?",1
"Happy Mothers Day to Heidi Klum",3
"feeling really dizzy  not soo good",1
"___ haha im gonna follow my dreams now  well...ur dream haha im still reading over it for the 90th time  :p",2
" need some more enthu movie guys for that. Right now it`s just you,  and @_Anshul",2
"I am increasingly convinced that I am moderately lactose-intolerant - given my deep and abiding love of cheese, this totally sucks",1
" haha best thing about office birthdays hey",3
"is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!",3
"Hoping the day gets better now",3
"  Those dog pic had me  ROLF!  The one  with the snow stuck too it  has that 'if looks could kill look' way funny",3
"A gift to myself. PUBLISHED! Episode 68 Align and Re-Align with Sensitivity Level 1-2 75 min #yoga class  http://bit.ly/8QAgh",3
" just got Zion tweet",2
"thank/ u guys so so much for helping me out on the followers thing! but im probably not gonna win cause i dont have 100 followers yet!",3
" Since part of your job is predicting what will happen on the golf course, what are you going to shoot?",2
" you`re so gorgeous!!",3
"felï¿½z dia de madres  | happy mothers day",3
"  im trying to fix myself really but i need to stop cutting myself",1
" Can`t access your site!",2
" if you don`t mind, change your profile pic with a picture of you in UK. It`ll be fun",3
" I miss you!  Come to Michigan like now....I can`t wait till July",1
"Sittting in my seat watching the tyra show",2
"Im a loner  haha suckss",1
" don`t say that - I really miss my red Porsche (sold it 2 yrs ago)",1
"Notion video deleted.",2
"Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards",1
" ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*",1
"_Schools haha funny cause i blame  and  for me not going to bed  its a vicious circle",2
" oooh sounds yummy.  If you get a chance to take some pics  please add them to the website as we don`t have many pies on there",3
" Anytime",2
"jerk josh! didn`t even come meet me  - im thinking of a number guess ?",1
" i wish i was there! but i live in holland ): but i`m going to see you in paris",2
" Tom, get ready, here in Porto Alegre is really cold",2
" o i c. i have no excuses i just love bein comfy",3
"Watching Battlestar Galactica Season 1...Yeah you read it right!",3
" awww  I know you never will, I`m so thankful I can count on you, love ya boo",3
" Try have a read of the Paul Mckenna book I Can Make You Thin, it has some good advice on how bad traditional 'diets' are",2
"http://twitpic.com/67nxe - Yeah..I`m bored XD I pic up this photo when I still have my guitar..today my mum steam me it  I miss Nameless..",1
"im at scotts being a fatty",2
" Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO).",3
" Easy, I`m trying to learn   Serious and normal....two new words for me ;)",3
"_soch hah nooo she is the obly one that can AUMFFF i hate nick because he is datin miley",1
"This is what I have to give a 7 day old baby  poor thing  http://yfrog.com/6pwwlj",1
"Ha ha 1 point for the men",2
" lol yep  tell rhonda i said happy mother`s day!",3
"just woke up and feeling real good cause of krispy kreme. I WANT ME SOME DOUGHNUTS",3
" Aw, sorry ur day sucked!  Did u see my post abt car issues? LOL I think it`s safe to say it can only get better tho. Beer-thirty?",2
"i aint lyk any othaa gurrrrrl i dont lyk the jonas brothers-kristi.",3
"Happy mothrs day 2 ; all thaa moms outt thr  *",3
" Now that`s what i like to hear!   You won`t unfollow us little people on Twitter when you make it big will u?",3
"So screwed for sat 2 us",1
"gnite  Fukn Nite * wanted sum {pinga} but couldn`t get any",2
"It is hot here in Texas and our ac upstairs is broken so its really hot at my house.",1
"I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!",1
" : Yes, that`s what I was implying. Was a bit too subtle, as usual, I suppose.",2
" re: Edwards I hope so!",3
"stupid playstation! stupid controllers don`t work so I can`t play kingdom hearts.",1
"so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop",3
" Yup is ace film tho",2
" i DO THAT ALL THE TIME.. NO BIGGIE",2
"up odee early qot a call from some1 who I haven`t heard from in a very lonq time",2
" I`ll have to add your shop to my favorites! I love your needle wraps. Right now my needles are all in a mess in a basket",3
" i still like coldplay i just said that was one of my fav cds. and they r one of my fav bands too!!!",3
"_Bizzle Checkin that out right now",2
" Me too. I found out about it a little late and couldn`t afford it",1
" apparently a looong time seeing as they seem to be everywhere except LA",2
"I took my yearbook photo earlier at school, and I don`t think that it will turn out great",1
"trying to record my audio source, maybe I need a specific program  I`m good thank you  hehe",3
" Can I have a splodge of ketchup on mine please?!",2
"Note to self: Omelets are better when made with butter, not olive oil.  Also,  doesn`t like my cooking *spits in a napkin*",2
"the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WALL CONQUERED",3
"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad.",1
"  #amtarot Thank you so much!",3
"watching The Biggest Loser on Hallmark. Never fails to make me cry  nyeh.",1
" what?! Come as you are!!! But erock just left  bah D:",2
" ahh when i was there it was closed",1
"_roo you`re welcome.",3
"_dk No problem",3
" actually I think Doogie Howser got the idea from the Captain`s Log.",2
" Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?",2
" Its because I put radio 4 on by mistake..I`ll have a cup of tea and a shower, then I`m sure all will fine and dandy, thanks",3
"_rothlisberger That`s **** awesome!  *bookmark*",3
"After hearing susan boyle sing she came off as the most beautiful person i`d ever seen. i feel bad for my first impression though",2
"ps it`s rainging",3
"17 Again was actually quite good considering...off to bed now. Long day tomorrow. June 12th...please come soon (but not too soon)",3
"ARG! Eirtaku got hit by stupid bots. So much **** on a kid friendly site.",1
" ack, no can see  either.  and weird, these tweets are in my mentions, but not my timeline (oh wait, new Twitter)",1
"Watching Bleach",2
"finally friday , but still grounded till next thursday    -- stereos = life <333",3
"My eyes hurt",1
" YAY to som1 i no on twitter...slowly slowly rest of the grade will come around...hah  i hope ur ready for my constant tweets!!",3
"Shout out to my moms for wakin me up so prematurely! Preciate it",3
" do you have a password for the San Diego show? Mine is not working",2
"My jeans that were once two inches too long are now about five inches too long. Holy cow, am I getting shorter?!?",1
"#SanctuarySunday  it`s our mission to make #Sanctuary a trending topic for the day, lots of people on board for it...join in",3
" You can save it for next time!!   ? http://blip.fm/~5z2sv",2
"i feel really weird",1
"ha ha...just found a new cocktail: Dances with Wenches (Cranberry Juice, Spiced Rum), sounds nice but I don`t have any cranberry juice",3
"So Tired. It`s not right to have to get up so early",1
"happy mommys day!",3
"Son`s 15th Birthday this weekend.Taking him out for a Mexican meal and a major game buying spree.I miss the Lego days",1
"figuring out wats wrong with her she can drink but cant eat  ...",1
"Crisis averted!  Phew! On a different note,  and ....you guys are making me so proud! tear!  wish i could have joined",3
"If you are new and in need of a few followers say 'TWEET ME' Person with lowest followers will get a shout out!  U have 30mins",2
"No credit left on my mobile sorry Brit! *pounces back* Thanksss Tania for the EPIC photoshoot",2
"Had a great day: beach, BBQ with old friends (it`s crazy that I`m old enough to have `old` friends!), & learned how to play texas holdem",3
"yay .. sherbert and chocolate ... very nutritious",3
"Things that happened today:  My younger brother ran over one of our dogs. Yeah. I know.  She`s going to have surgery this weekend.",2
"Have ordered the cuuutest invitations for my new nieceï¿½s Christening, and they just arrived back in SA.  Sorry that I wont make it myself",2
"charbotgreen has been suspended  'unusual activity??'",1
" I miss you too",1
"Home at last HAPPY MOTHERS TO ALL THE MOTHERS Special thanks to my father he bought me tulips so did my princess  adult swim time (anime)",3
" tea...  Mmmm crispy but no cake  Have headphones!",2
"  we are at FOrt Belvoir, on base.  Hubs is stationed at the pentagon.  I cant wait for pug pups!!  I just looooove mine!",3
" Wooops! Meant I agree with Boomstone..trying 2 reply 2 both, LOL. Happy Mothers Day to you as well!  TTY soon!",3
"Hey, thanks for the follow, wow this is exciting a new tweet.",3
" yes, Mondays are hard!  Hope you have a great day too & have the opportunity to get out at some point into the sun",2
"  give them my best!",3
" haha  Thanks!",3
"() Gonna watch JT on SNL tonight - not a fan of his music but think he`s hilarious! `**** in my Pants` - WAY too funny",1
"talking on the phone with someone I`ve missed a lottt.",1
" I managed to find few places where you can combine fun, pleasure and savings but it took some planning though",3
" have fun without me pasty  <33",3
"going for lunch soon  with my fave cuzs",3
"driving home,Iï¿½m so tired,had a bad day",1
"_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham",3
" and  there is no top 40 radio station in fresno!",2
"Hello my lovely followers  love and peace from my house lolz We just need the weather!",3
"  Thanks for the link, ive voted & i`ll send that out too.",3
" Aaaah, the same old same, I see ^^ We share a mutual fate, my friend :*",2
" Great... I`ll check it when I get off work...  They block Sims at work...",3
" Tom are the MITO tour dvd`s still being made cos no where seem to be stealing them and i really want a copy",2
"My legs are so **** sore. And my feet hurt to walk. Whataday",1
" Sounds good to me!  Taylor + Kellie on tour together is just pure genious!",3
"Dang i didnt even remember it was my bday today",1
" sweetie pie, buttercup, married ppl share hehehehehe.....this includes ur shoe collection  I am trading UP!",2
"On the train now. I forgot by charger  that means no whoshere for me today till I get home haha!  but I`d still tweet u guys! ****",2
"Just discovered a painful sunburn on my right sholder  hopefully it just turns into a tan!",2
" - sigh",2
" Ahh, your baby is so cute! Happy Mother`s Day!",3
" I love finding regional groups of Twitterers! Glad I could connect you with a few new people",3
